|nemotecnico|fecha|cantidad|volumen|precio_cierre|precio_mayor|precio_medio|precio_menor|variacion%|variacion_log
0|BCOLOMBIA|2019-10-02|284830.0|11269329860.0|39500.0|39980.0|39565.11|39500.0|-1.25|-0.012578782206860073
1|BCOLOMBIA|2019-10-03|140793.0|5645285220.0|40160.0|40200.0|40096.35|39060.0|1.67|0.016570803476397528
2|BCOLOMBIA|2019-10-04|24249.0|975559920.0|40300.0|40300.0|40230.93|39880.0|0.35|0.0034799935691636496
3|BCOLOMBIA|2019-10-07|573422.0|22946179680.0|40360.0|40400.0|40016.22|40000.0|0.15|0.0014877265327709898
4|BCOLOMBIA|2019-10-08|97905.0|3917192380.0|40200.0|40200.0|40010.14|39540.0|-0.4|-0.003972199860432803
5|BCOLOMBIA|2019-10-09|33205.0|1325212880.0|39620.0|40180.0|39910.04|39620.0|-1.44|-0.01453295435457045
6|BCOLOMBIA|2019-10-10|122717.0|4872730000.0|39500.0|40100.0|39707.05|39500.0|-0.3|-0.0030333693633286603
7|BCOLOMBIA|2019-10-11|118495.0|4729885900.0|40000.0|40000.0|39916.33|39460.0|1.27|0.012578782206860185
8|BCOLOMBIA|2019-10-15|182687.0|7253161260.0|39360.0|40100.0|39702.67|39260.0|-1.6|-0.016129381929883644
9|BCOLOMBIA|2019-10-16|208288.0|8284105280.0|39900.0|39980.0|39772.36|39380.0|1.37|0.013626251711765056
10|BCOLOMBIA|2019-10-17|242246.0|9717803460.0|40100.0|40380.0|40115.43|39340.0|0.5|0.005000010416705839
11|BCOLOMBIA|2019-10-18|116508.0|4651978800.0|39980.0|40000.0|39928.41|39600.0|-0.3|-0.0029970052402695105
12|BCOLOMBIA|2019-10-21|195747.0|8014816880.0|42000.0|42000.0|40944.78|39680.0|5.05|0.04929028921111438
13|BCOLOMBIA|2019-10-22|440039.0|18058278680.0|41480.0|41980.0|41037.91|40500.0|-1.24|-0.012458234922041726
14|BCOLOMBIA|2019-10-23|129591.0|5336864260.0|41400.0|41500.0|41182.37|40540.0|-0.19|-0.0019305025300578502
15|BCOLOMBIA|2019-10-24|181082.0|7446872520.0|40920.0|41640.0|41124.31|40920.0|-1.16|-0.011661939747842975
16|BCOLOMBIA|2019-10-25|48959.0|2029801560.0|41500.0|41680.0|41459.21|40700.0|1.42|0.01407448615322687
17|BCOLOMBIA|2019-10-28|158585.0|6499173360.0|40620.0|41500.0|40982.27|40620.0|-2.12|-0.021432871084414044
18|BCOLOMBIA|2019-10-29|283626.0|11659173080.0|41300.0|41480.0|41107.56|40800.0|1.67|0.01660194381474836
19|BCOLOMBIA|2019-10-30|139512.0|5720453200.0|40940.0|41380.0|41003.31|40840.0|-0.87|-0.008754919733843559
20|BCOLOMBIA|2019-10-31|514103.0|21127894720.0|41100.0|41340.0|41096.62|40420.0|0.39|0.003900541269045452
21|BCOLOMBIA|2019-11-01|165749.0|6917078640.0|41960.0|41960.0|41732.25|41080.0|2.09|0.020708662025907414
22|BCOLOMBIA|2019-11-05|379292.0|16191734900.0|43800.0|43800.0|42689.37|42000.0|4.39|0.042917033854303996
23|BCOLOMBIA|2019-11-06|134872.0|5896483320.0|43780.0|43800.0|43719.11|43020.0|-0.05|-0.00045672528768358166
24|BCOLOMBIA|2019-11-07|94486.0|4096735640.0|43400.0|44200.0|43358.12|42900.0|-0.87|-0.008717650988357722
25|BCOLOMBIA|2019-11-08|187989.0|8025767140.0|42660.0|43740.0|42692.75|42100.0|-1.71|-0.01719772806315467
26|BCOLOMBIA|2019-11-12|271989.0|11398229900.0|41980.0|42260.0|41906.95|41560.0|-1.59|-0.016068398650717557
27|BCOLOMBIA|2019-11-13|162214.0|6790190700.0|41760.0|42560.0|41859.46|41500.0|-0.52|-0.0052543708181036815
28|BCOLOMBIA|2019-11-14|94178.0|3936472320.0|41760.0|41920.0|41798.22|41740.0|0.0|0.0
29|BCOLOMBIA|2019-11-15|34917.0|1461724780.0|41720.0|42460.0|41862.84|41620.0|-0.1|-0.0009583134418115908
30|BCOLOMBIA|2019-11-18|43427.0|1811595960.0|42000.0|42000.0|41715.89|41520.0|0.67|0.00668898815079671
31|BCOLOMBIA|2019-11-19|49377.0|2063845020.0|41960.0|41960.0|41797.7|41400.0|-0.1|-0.0009528347552718544
32|BCOLOMBIA|2019-11-20|118893.0|4985508480.0|41960.0|42300.0|41932.73|41320.0|0.0|0.0
33|BCOLOMBIA|2019-11-21|92434.0|3879006100.0|42240.0|42240.0|41965.14|41540.0|0.67|0.0066508558699095895
34|BCOLOMBIA|2019-11-22|80630.0|3396228180.0|42400.0|42400.0|42121.15|41800.0|0.38|0.0037807228399061523
35|BCOLOMBIA|2019-11-25|171744.0|7161310620.0|41300.0|42400.0|41697.59|41300.0|-2.59|-0.026285862270924974
36|BCOLOMBIA|2019-11-26|746994.0|31067483520.0|41980.0|41980.0|41590.0|39900.0|1.65|0.016330814425499853
37|BCOLOMBIA|2019-11-27|259273.0|10644488120.0|41100.0|41400.0|41055.14|40820.0|-2.1|-0.02118519289029802
38|BCOLOMBIA|2019-11-28|25406.0|1050824320.0|41600.0|41640.0|41361.27|41100.0|1.22|0.012092045765028772
39|BCOLOMBIA|2019-11-29|195318.0|8084348300.0|41680.0|41680.0|41390.7|41000.0|0.19|0.0019212301778938723
40|BCOLOMBIA|2019-12-02|56112.0|2321165320.0|41600.0|41600.0|41366.65|41100.0|-0.19|-0.0019212301778939326
41|BCOLOMBIA|2019-12-03|180762.0|7432783440.0|41480.0|41480.0|41119.17|40940.0|-0.29|-0.002888783905891009
42|BCOLOMBIA|2019-12-04|92377.0|3892340360.0|42400.0|42400.0|42135.38|41300.0|2.22|0.021936978876585536
43|BCOLOMBIA|2019-12-05|144656.0|6116027180.0|42000.0|42540.0|42279.8|41500.0|-0.94|-0.00947874395454377
44|BCOLOMBIA|2019-12-06|405046.0|17067223600.0|42000.0|42280.0|42136.51|42000.0|0.0|0.0
45|BCOLOMBIA|2019-12-09|215907.0|9113670760.0|42000.0|42580.0|42211.09|42000.0|0.0|0.0
46|BCOLOMBIA|2019-12-10|97182.0|4064642480.0|41300.0|42440.0|41825.05|41300.0|-1.67|-0.01680711831638129
47|BCOLOMBIA|2019-12-11|23614.0|981927380.0|41700.0|41700.0|41582.42|41300.0|0.97|0.009638628837768793
48|BCOLOMBIA|2019-12-12|88243.0|3712904100.0|42200.0|42200.0|42075.91|41600.0|1.2|0.011919092237210284
49|BCOLOMBIA|2019-12-13|233328.0|9964699040.0|42500.0|42960.0|42706.83|42200.0|0.71|0.007083854888405042
50|BCOLOMBIA|2019-12-16|106087.0|4520968240.0|42960.0|42960.0|42615.67|42140.0|1.08|0.010765374270238073
51|BCOLOMBIA|2019-12-17|122669.0|5277236140.0|43300.0|43300.0|43020.13|42500.0|0.79|0.007883184807834839
52|BCOLOMBIA|2019-12-18|263658.0|11414435280.0|43480.0|43500.0|43292.58|43020.0|0.42|0.0041484272445645835
53|BCOLOMBIA|2019-12-19|108645.0|4714355020.0|44300.0|44300.0|43392.29|42760.0|1.89|0.018683614798081293
54|BCOLOMBIA|2019-12-20|639798.0|27980010120.0|43720.0|44500.0|43732.57|43600.0|-1.31|-0.013179013742752193
55|BCOLOMBIA|2019-12-23|69131.0|3065169820.0|44840.0|44840.0|44338.57|43700.0|2.56|0.025294934895621415
56|BCOLOMBIA|2019-12-24|1282.0|58331000.0|45500.0|45500.0|45500.0|45500.0|1.47|0.014611727752945485
57|BCOLOMBIA|2019-12-26|52067.0|2279213420.0|43700.0|45500.0|43774.63|43500.0|-3.96|-0.04036422385536023
58|BCOLOMBIA|2019-12-27|82148.0|3592131120.0|43800.0|44000.0|43727.55|43400.0|0.23|0.0022857152808560825
59|BCOLOMBIA|2019-12-30|96157.0|4226587700.0|44000.0|44000.0|43955.07|43520.0|0.46|0.004555816535860661
60|BCOLOMBIA|2020-01-02|31414.0|1387857460.0|44380.0|44380.0|44179.58|43500.0|0.86|0.008599283586186616
61|BCOLOMBIA|2020-01-03|151955.0|6711541700.0|44300.0|44360.0|44167.96|43900.0|-0.18|-0.0018042404533578796
62|BCOLOMBIA|2020-01-07|72675.0|3192395540.0|43800.0|44180.0|43927.01|43540.0|-1.13|-0.011350859668689563
63|BCOLOMBIA|2020-01-08|146911.0|6353468160.0|43460.0|44480.0|43247.06|42580.0|-0.78|-0.007792842554116815
64|BCOLOMBIA|2020-01-09|112466.0|4812878780.0|43300.0|43500.0|42794.08|42500.0|-0.37|-0.003688339819839397
65|BCOLOMBIA|2020-01-10|60866.0|2598178720.0|42640.0|43380.0|42686.86|42500.0|-1.52|-0.01535985515085507
66|BCOLOMBIA|2020-01-13|76282.0|3246686480.0|42540.0|42900.0|42561.63|42500.0|-0.23|-0.002347970085497979
67|BCOLOMBIA|2020-01-14|83561.0|3590042140.0|43000.0|43000.0|42963.13|42600.0|1.08|0.010755305921471276
68|BCOLOMBIA|2020-01-15|169966.0|7257854220.0|42980.0|42980.0|42701.8|42600.0|-0.05|-0.0004652244791980109
69|BCOLOMBIA|2020-01-16|82253.0|3580357640.0|43880.0|44000.0|43528.6|43080.0|2.09|0.020723744192665042
70|BCOLOMBIA|2020-01-17|108046.0|4798246940.0|44600.0|44680.0|44409.3|43980.0|1.64|0.01627522361898885
71|BCOLOMBIA|2020-01-20|9930.0|441416420.0|44580.0|44580.0|44452.81|43920.0|-0.04|-0.0004485310682956321
72|BCOLOMBIA|2020-01-21|71416.0|3161861100.0|44020.0|44580.0|44273.85|44020.0|-1.26|-0.012641251859407177
73|BCOLOMBIA|2020-01-22|21677.0|951205440.0|43680.0|44460.0|43880.86|43680.0|-0.77|-0.007753744661666036
74|BCOLOMBIA|2020-01-23|35588.0|1556386320.0|43720.0|44400.0|43733.46|43700.0|0.09|0.000915331871688206
75|BCOLOMBIA|2020-01-24|92779.0|4064025080.0|43900.0|44000.0|43803.29|43700.0|0.41|0.004108656772787941
76|BCOLOMBIA|2020-01-27|46252.0|1992443220.0|42720.0|43680.0|43077.99|42720.0|-2.69|-0.027247125429186284
77|BCOLOMBIA|2020-01-28|140883.0|6026071820.0|42600.0|43240.0|42773.59|42600.0|-0.28|-0.0028129413766146126
78|BCOLOMBIA|2020-01-29|186120.0|7934718780.0|42740.0|43140.0|42632.27|42500.0|0.33|0.0032809966156768927
79|BCOLOMBIA|2020-01-30|217914.0|9330325200.0|42720.0|43200.0|42816.55|42400.0|-0.05|-0.0004680552390621538
80|BCOLOMBIA|2020-01-31|456640.0|19400451100.0|42440.0|42720.0|42485.22|42440.0|-0.66|-0.006575880906156973
81|BCOLOMBIA|2020-02-03|82365.0|3494621900.0|42380.0|42980.0|42428.48|42000.0|-0.14|-0.0014147609056293783
82|BCOLOMBIA|2020-02-04|160511.0|6912046700.0|43240.0|43500.0|43062.76|42600.0|2.03|0.020089439930854436
83|BCOLOMBIA|2020-02-05|186123.0|8139505600.0|43780.0|43900.0|43731.86|43500.0|1.25|0.012411099323709244
84|BCOLOMBIA|2020-02-06|178054.0|7823846420.0|44200.0|44200.0|43940.86|43720.0|0.96|0.009547696988935633
85|BCOLOMBIA|2020-02-07|89370.0|3951457340.0|44280.0|44500.0|44214.58|44000.0|0.18|0.0018083187567836808
86|BCOLOMBIA|2020-02-10|334408.0|14846056360.0|44480.0|44520.0|44395.04|43960.0|0.45|0.004506542101890795
87|BCOLOMBIA|2020-02-11|123384.0|5458817940.0|43960.0|44840.0|44242.51|43700.0|-1.17|-0.011759520406906362
88|BCOLOMBIA|2020-02-12|64780.0|2853586240.0|43980.0|44300.0|44050.42|43900.0|0.05|0.0004548555911944323
89|BCOLOMBIA|2020-02-13|32110.0|1420629260.0|44480.0|44480.0|44242.58|43920.0|1.14|0.011304664815711747
90|BCOLOMBIA|2020-02-14|68772.0|3064783080.0|44700.0|44700.0|44564.4|44380.0|0.49|0.004933851677196126
91|BCOLOMBIA|2020-02-17|49523.0|2207257400.0|44460.0|44680.0|44570.35|44440.0|-0.54|-0.005383593083472643
92|BCOLOMBIA|2020-02-18|163566.0|7197486040.0|43900.0|44460.0|44003.56|43900.0|-1.26|-0.012675588454924861
93|BCOLOMBIA|2020-02-19|229227.0|10096330120.0|44180.0|44440.0|44045.12|43900.0|0.64|0.006357877910845487
94|BCOLOMBIA|2020-02-20|58152.0|2553548280.0|43700.0|44700.0|43911.62|43700.0|-1.09|-0.010924095890426614
95|BCOLOMBIA|2020-02-21|246160.0|10166163780.0|40520.0|43600.0|41480.4|40800.0|-7.28|-0.0755524227210618
96|BCOLOMBIA|2020-02-24|86080.0|3437199320.0|40080.0|40380.0|39893.21|39740.0|-1.09|-0.010918222603873316
97|BCOLOMBIA|2020-02-25|322769.0|13089160500.0|40340.0|41640.0|40552.72|40080.0|0.65|0.00646607574945636
98|BCOLOMBIA|2020-02-26|167004.0|6688778640.0|39680.0|41200.0|40306.95|39960.0|-1.64|-0.016496250109393654
99|BCOLOMBIA|2020-02-27|165693.0|6577573900.0|39500.0|41200.0|39856.77|39200.0|-0.45|-0.004546610509595841
100|BCOLOMBIA|2020-02-28|336342.0|13161068200.0|39000.0|39900.0|39308.64|38700.0|-1.27|-0.012739025777429714
101|BCOLOMBIA|2020-03-02|162423.0|6303274120.0|38120.0|40120.0|39423.09|38500.0|-2.26|-0.022822567343645073
102|BCOLOMBIA|2020-03-03|455299.0|17543122400.0|36740.0|40380.0|39250.93|38300.0|-3.62|-0.03687299899902177
103|BCOLOMBIA|2020-03-04|410355.0|15351066100.0|37500.0|38220.0|37409.23|37260.0|2.07|0.02047485318938554
104|BCOLOMBIA|2020-03-05|102511.0|3866201440.0|37540.0|38000.0|37765.36|37500.0|0.11|0.0010660981819977334
105|BCOLOMBIA|2020-03-06|104823.0|3863210740.0|36700.0|37620.0|36923.99|36700.0|-2.24|-0.02263027609783815
106|BCOLOMBIA|2020-03-09|301244.0|9718174360.0|31420.0|33860.0|32260.14|31420.0|-14.39|-0.1553321222330495
107|BCOLOMBIA|2020-03-10|472572.0|15047419800.0|31720.0|32900.0|31962.12|31440.0|0.95|0.009502763939172114
108|BCOLOMBIA|2020-03-11|212314.0|6480960320.0|29900.0|31700.0|30525.36|29900.0|-5.74|-0.05908891637000644
109|BCOLOMBIA|2020-03-12|129142.0|3606452780.0|28600.0|28600.0|27926.26|27000.0|-4.35|-0.04445176257083381
110|BCOLOMBIA|2020-03-13|0.0|0.0|28600.0|0.0|0.0|0.0|0.0|0.0
111|BCOLOMBIA|2020-03-16|195593.0|4735271700.0|23500.0|27500.0|24209.82|23100.0|-17.83|-0.19640629667569365
112|BCOLOMBIA|2020-03-17|466410.0|10952469320.0|22880.0|25000.0|23820.08|23200.0|-2.64|-0.0267372546385161
113|BCOLOMBIA|2020-03-18|194288.0|4058198680.0|20000.0|22880.0|20887.54|18680.0|-12.59|-0.13453089295760612
114|BCOLOMBIA|2020-03-19|115074.0|2370514300.0|20400.0|21200.0|20599.91|19980.0|2.0|0.01980262729617973
115|BCOLOMBIA|2020-03-20|644190.0|12472764460.0|18700.0|22000.0|19361.93|18700.0|-8.33|-0.08701137698962981
116|BCOLOMBIA|2020-03-24|613834.0|11260925280.0|17700.0|19700.0|18345.23|17700.0|-5.35|-0.05495888428075747
117|BCOLOMBIA|2020-03-25|155062.0|3309780980.0|22000.0|22400.0|21344.89|18900.0|24.29|0.21747781377853248
118|BCOLOMBIA|2020-03-26|364497.0|9292957080.0|25800.0|26100.0|25495.29|22200.0|17.27|0.1593320385692558
119|BCOLOMBIA|2020-03-27|615583.0|14753214520.0|25700.0|27000.0|23966.25|23020.0|-0.39|-0.003883500026397633
120|BCOLOMBIA|2020-03-30|241927.0|6084848340.0|25040.0|26720.0|25151.59|24700.0|-2.57|-0.02601644566927636
121|BCOLOMBIA|2020-03-31|439905.0|10718985980.0|24100.0|25080.0|24366.59|24100.0|-3.75|-0.03826270573528842
122|BCOLOMBIA|2020-04-01|291105.0|6909400300.0|24000.0|24120.0|23735.08|23220.0|-0.41|-0.004158010148663677
123|BCOLOMBIA|2020-04-02|192249.0|4594436120.0|24900.0|24900.0|23898.36|23080.0|3.75|0.0368139731227164
124|BCOLOMBIA|2020-04-03|446589.0|10523579220.0|23800.0|23940.0|23564.35|23460.0|-4.42|-0.04518222279323291
125|BCOLOMBIA|2020-04-06|305279.0|7783828740.0|25400.0|25900.0|25497.43|24020.0|6.72|0.06506359334706187
126|BCOLOMBIA|2020-04-07|421291.0|11047543640.0|26000.0|27020.0|26223.07|25760.0|2.36|0.023347363996991107
127|BCOLOMBIA|2020-04-08|239189.0|6236487820.0|26100.0|26500.0|26073.47|25360.0|0.38|0.003838776307165667
128|BCOLOMBIA|2020-04-13|104941.0|2733218700.0|26960.0|26960.0|26045.29|25500.0|3.3|0.032418971715458524
129|BCOLOMBIA|2020-04-14|183489.0|4969515600.0|26720.0|28680.0|27083.45|26720.0|-0.89|-0.008941937375661282
130|BCOLOMBIA|2020-04-15|205198.0|5472896560.0|26800.0|27420.0|26671.3|25540.0|0.3|0.002989538848365986
131|BCOLOMBIA|2020-04-16|224718.0|5975067040.0|26880.0|26880.0|26589.18|25800.0|0.3|0.00298062813813772
132|BCOLOMBIA|2020-04-17|142460.0|3807890220.0|26500.0|27140.0|26729.54|26500.0|-1.41|-0.014237782662772275
133|BCOLOMBIA|2020-04-20|111321.0|2926980820.0|26200.0|26800.0|26293.16|26000.0|-1.13|-0.011385322225125352
134|BCOLOMBIA|2020-04-21|428645.0|10801023220.0|24800.0|26000.0|25198.06|24500.0|-5.34|-0.05491575759611465
135|BCOLOMBIA|2020-04-22|324500.0|7899773500.0|24780.0|25000.0|24344.45|23940.0|-0.08|-0.0008067769699401454
136|BCOLOMBIA|2020-04-23|179474.0|4380564080.0|24500.0|25700.0|24407.79|24040.0|-1.13|-0.011363758650315095
137|BCOLOMBIA|2020-04-24|205101.0|4870129680.0|23040.0|24500.0|23745.03|23040.0|-5.96|-0.06144128172299086
138|BCOLOMBIA|2020-04-27|253682.0|6170549060.0|24500.0|24800.0|24323.95|23100.0|6.34|0.061441281722990834
139|BCOLOMBIA|2020-04-28|395493.0|9870876420.0|25500.0|25540.0|24958.41|24560.0|4.08|0.040005334613699206
140|BCOLOMBIA|2020-04-29|381548.0|9877209660.0|25020.0|26320.0|25887.2|24900.0|-1.88|-0.019002947125615358
141|BCOLOMBIA|2020-04-30|401601.0|10052613840.0|25320.0|25800.0|25031.35|24800.0|1.2|0.011919092237210284
142|BCOLOMBIA|2020-05-04|210087.0|5162787180.0|24140.0|25300.0|24574.52|24140.0|-4.66|-0.04772438160659002
143|BCOLOMBIA|2020-05-05|186857.0|4501187660.0|23720.0|24600.0|24088.94|23600.0|-1.74|-0.01755164153986069
144|BCOLOMBIA|2020-05-06|134033.0|3121223120.0|23000.0|23720.0|23286.97|23000.0|-3.04|-0.030824358200375036
145|BCOLOMBIA|2020-05-07|198735.0|4777549680.0|24240.0|24240.0|24039.8|23200.0|5.39|0.05250994527196401
146|BCOLOMBIA|2020-05-08|179807.0|4315081640.0|24000.0|24360.0|23998.41|23540.0|-0.99|-0.009950330853168092
147|BCOLOMBIA|2020-05-11|190786.0|4494408720.0|23600.0|23700.0|23557.33|23120.0|-1.67|-0.01680711831638129
148|BCOLOMBIA|2020-05-12|386852.0|9002288460.0|23500.0|23860.0|23270.63|23000.0|-0.42|-0.004246290881451097
149|BCOLOMBIA|2020-05-13|482255.0|10739418160.0|22260.0|23180.0|22269.17|21700.0|-5.28|-0.054209075302714564
150|BCOLOMBIA|2020-05-14|254120.0|5425777600.0|21480.0|21760.0|21351.24|21000.0|-3.5|-0.035669076206734776
151|BCOLOMBIA|2020-05-15|246864.0|5313401080.0|21520.0|21780.0|21523.6|21300.0|0.19|0.0018604656529196708
152|BCOLOMBIA|2020-05-18|384022.0|8575678280.0|22800.0|22800.0|22331.22|21600.0|5.95|0.05777780066681139
153|BCOLOMBIA|2020-05-19|233589.0|5078172400.0|21620.0|22300.0|21739.78|21500.0|-5.18|-0.05314172374933292
154|BCOLOMBIA|2020-05-20|197746.0|4238447380.0|21520.0|21680.0|21433.8|21140.0|-0.46|-0.004636076917478545
155|BCOLOMBIA|2020-05-21|113820.0|2470329300.0|21700.0|21860.0|21703.82|21480.0|0.84|0.0083295252528302
156|BCOLOMBIA|2020-05-22|143129.0|3063098280.0|21220.0|21580.0|21400.96|21200.0|-2.21|-0.022368127360576785
157|BCOLOMBIA|2020-05-26|286483.0|6358366240.0|22300.0|22680.0|22194.57|21500.0|5.09|0.04964254528023592
158|BCOLOMBIA|2020-05-27|726655.0|16604497660.0|23980.0|23980.0|22850.59|22500.0|7.53|0.07263347113329502
159|BCOLOMBIA|2020-05-28|222697.0|5283108580.0|23700.0|23900.0|23723.3|23600.0|-1.17|-0.011745101458282664
160|BCOLOMBIA|2020-05-29|2022880.0|50107205960.0|25000.0|25000.0|24770.23|23180.0|5.49|0.05340077672711525
161|BCOLOMBIA|2020-06-01|212882.0|5327179040.0|25020.0|25500.0|25024.09|24260.0|0.08|0.0007996801705642441
162|BCOLOMBIA|2020-06-02|221335.0|5582753540.0|25000.0|25460.0|25223.09|25000.0|-0.08|-0.0007996801705642901
163|BCOLOMBIA|2020-06-03|356903.0|9406753500.0|27000.0|27000.0|26356.61|25000.0|8.0|0.0769610411361284
164|BCOLOMBIA|2020-06-04|424142.0|11476492940.0|27320.0|27320.0|27058.14|26460.0|1.19|0.01178216869826017
165|BCOLOMBIA|2020-06-05|260734.0|7406870920.0|28600.0|28940.0|28407.77|26840.0|4.69|0.04578768312321759
166|BCOLOMBIA|2020-06-08|318693.0|9311494480.0|29600.0|29600.0|29217.76|28600.0|3.5|0.03436764350420782
167|BCOLOMBIA|2020-06-09|231737.0|6653602880.0|29000.0|29460.0|28711.87|28120.0|-2.03|-0.020478531343540676
168|BCOLOMBIA|2020-06-10|685691.0|18795281060.0|26300.0|29200.0|27410.72|26300.0|-9.31|-0.09772689080275512
169|BCOLOMBIA|2020-06-11|165334.0|4194532660.0|25220.0|26340.0|25370.05|25000.0|-4.11|-0.04193160864694534
170|BCOLOMBIA|2020-06-12|124045.0|3212906000.0|25700.0|26600.0|25901.13|25220.0|1.9|0.01885366136440055
171|BCOLOMBIA|2020-06-16|339042.0|8827665940.0|25500.0|27500.0|26037.09|24100.0|-0.78|-0.007812539736793625
172|BCOLOMBIA|2020-06-17|265568.0|6741110260.0|25360.0|25880.0|25383.74|25140.0|-0.55|-0.00550532259535529
173|BCOLOMBIA|2020-06-18|18021.0|458251220.0|25600.0|25680.0|25428.73|25200.0|0.95|0.009419221916491558
174|BCOLOMBIA|2020-06-19|793167.0|21365299080.0|27380.0|27380.0|26936.7|25500.0|6.95|0.06722046837478608
175|BCOLOMBIA|2020-06-23|527669.0|13553213740.0|25420.0|26900.0|25685.07|25180.0|-7.16|-0.07427655409899478
176|BCOLOMBIA|2020-06-24|145967.0|3627003440.0|25000.0|25500.0|24848.11|24500.0|-1.65|-0.0166604408931072
177|BCOLOMBIA|2020-06-25|170834.0|4207564480.0|24740.0|25000.0|24629.55|24500.0|-1.04|-0.010454457903858873
178|BCOLOMBIA|2020-06-26|243456.0|5935558240.0|23820.0|24980.0|24380.41|23820.0|-3.72|-0.037895803037187835
179|BCOLOMBIA|2020-06-30|119484.0|2861684780.0|24000.0|24700.0|23950.36|23800.0|0.76|0.007528266420791588
180|BCOLOMBIA|2020-07-01|67470.0|1621976100.0|24000.0|24740.0|24039.96|23600.0|0.0|0.0
181|BCOLOMBIA|2020-07-02|287721.0|6992932580.0|24680.0|24680.0|24304.56|24020.0|2.83|0.027939368689241434
182|BCOLOMBIA|2020-07-03|13401.0|333990000.0|24960.0|24960.0|24922.77|24900.0|1.13|0.011281344464039758
183|BCOLOMBIA|2020-07-06|59508.0|1467541760.0|24440.0|25480.0|24661.25|24440.0|-2.08|-0.02105340919783238
184|BCOLOMBIA|2020-07-07|229791.0|5564940780.0|24120.0|24700.0|24217.4|24100.0|-1.31|-0.013179762444409847
185|BCOLOMBIA|2020-07-08|165979.0|4124542800.0|25500.0|25500.0|24849.79|24380.0|5.72|0.05563708030539568
186|BCOLOMBIA|2020-07-09|113862.0|2820822560.0|24800.0|25160.0|24774.05|24600.0|-2.75|-0.027834798993443984
187|BCOLOMBIA|2020-07-10|151791.0|3790526500.0|24980.0|25080.0|24972.01|24800.0|0.73|0.007231851526495187
188|BCOLOMBIA|2020-07-13|157175.0|3941837440.0|24680.0|25480.0|25079.29|24680.0|-1.2|-0.012082305660244525
189|BCOLOMBIA|2020-07-14|358255.0|8646252580.0|24120.0|24560.0|24134.35|23900.0|-2.27|-0.02295182717820241
190|BCOLOMBIA|2020-07-15|129686.0|3117306960.0|23860.0|24680.0|24037.34|23860.0|-1.08|-0.010837955189214645
191|BCOLOMBIA|2020-07-16|96720.0|2336908700.0|24320.0|24500.0|24161.59|23800.0|1.93|0.01909564042819616
192|BCOLOMBIA|2020-07-17|115118.0|2796745500.0|24440.0|24440.0|24294.6|24000.0|0.49|0.004922077205428235
193|BCOLOMBIA|2020-07-21|864610.0|21144837580.0|24560.0|24800.0|24455.93|23900.0|0.49|0.004897968975547156
194|BCOLOMBIA|2020-07-22|202373.0|5050254520.0|24900.0|25180.0|24955.18|24680.0|1.38|0.013748700191720113
195|BCOLOMBIA|2020-07-23|212196.0|5389437900.0|25480.0|25660.0|25398.4|24900.0|2.33|0.023026027233300647
196|BCOLOMBIA|2020-07-24|129703.0|3295828400.0|25480.0|25600.0|25410.58|25200.0|0.0|0.0
197|BCOLOMBIA|2020-07-27|345470.0|9094981360.0|26700.0|26700.0|26326.4|25680.0|4.79|0.046769734702241175
198|BCOLOMBIA|2020-07-28|352911.0|9334842560.0|26340.0|26700.0|26450.98|26200.0|-1.35|-0.013574869091068874
199|BCOLOMBIA|2020-07-29|280597.0|7401516380.0|26500.0|26580.0|26377.75|26000.0|0.61|0.006056036677041609
200|BCOLOMBIA|2020-07-30|296990.0|7804404760.0|26400.0|26460.0|26278.34|25500.0|-0.38|-0.0037807228399060443
201|BCOLOMBIA|2020-07-31|3073692.0|82121409480.0|26800.0|26800.0|26717.51|25800.0|1.52|0.015037877364540502
202|BCOLOMBIA|2020-08-03|815585.0|21332067740.0|25620.0|26800.0|26155.54|25620.0|-4.4|-0.04502859104822279
203|BCOLOMBIA|2020-08-04|303038.0|7633410840.0|25000.0|25600.0|25189.62|25000.0|-2.42|-0.024497471600387465
204|BCOLOMBIA|2020-08-05|134831.0|3393850760.0|25340.0|25480.0|25171.15|25000.0|1.36|0.0135083500247923
205|BCOLOMBIA|2020-08-06|292207.0|7299591780.0|25000.0|25200.0|24980.89|24520.0|-1.34|-0.013508350024792193
206|BCOLOMBIA|2020-08-10|342211.0|8529247020.0|25400.0|25400.0|24923.94|24500.0|1.6|0.015873349156290163
207|BCOLOMBIA|2020-08-11|130620.0|3296840200.0|24780.0|26060.0|25239.93|24780.0|-2.44|-0.02471229782349449
208|BCOLOMBIA|2020-08-12|43262.0|1075477760.0|24980.0|25000.0|24859.64|24600.0|0.81|0.008038628496435312
209|BCOLOMBIA|2020-08-13|93654.0|2375519960.0|25500.0|25500.0|25364.85|24800.0|2.08|0.020602947466948858
210|BCOLOMBIA|2020-08-14|59138.0|1482618600.0|25140.0|25200.0|25070.49|24900.0|-1.41|-0.014218249002279137
211|BCOLOMBIA|2020-08-18|219045.0|5518786600.0|25520.0|25520.0|25194.76|24780.0|1.51|0.01500225531448775
212|BCOLOMBIA|2020-08-19|266512.0|6772965520.0|25100.0|25800.0|25413.36|25100.0|-1.65|-0.016594612338850876
213|BCOLOMBIA|2020-08-20|147815.0|3745965680.0|25520.0|25520.0|25342.26|24900.0|1.67|0.016594612338850828
